464,Russell Square,1,WC1N 1LG,51.523013,-0.124576
465,Sanderstead,6,CR2 0PL,51.348246,-0.093694
466,Sandilands,"3,4,5,6",CR0 5PN,51.375022,-0.078012
467,Selhurst,4,SE25 6LL,51.392186,-0.089885
468,Seven Kings,4,IG3 8RE,51.563993,0.096334
469,Seven Sisters,3,N15 5LA,51.583362,-0.072452
470,Shadwell,2,E1 2QE,51.5113,-0.056905
471,Shenfield,7,CM15 8JD,51.630873,0.329967
472,Shepherds Bush,2,W12 8LH,51.504532,-0.218505
473,Shepherds Bush Market,2,W12 7JD,51.505881,-0.227386
474,Shoreditch High Street,1,E1 6AW,51.523467,-0.077073
475,Shortlands,4,BR2 0JA,51.405602,0.002782
476,Sidcup,5,DA15 7AW,51.434398,0.10333
477,Silver Street,4,N18 1QX,51.615242,-0.072575
478,Slade Green,6,DA8 2NX,51.467748,0.190533
479,Sloane Square,1,SW1W 8BB,51.49236,-0.156474
480,Smitham,6,CR5 2JA,51.322453,-0.134333
481,Snaresbrook,4,E11 1QE,51.580891,0.021478
482,South Acton,3,W3 0DS,51.499686,-0.270201
483,South Bermondsey,2,SE16 2PL,51.487677,-0.05474
484,South Croydon,5,CR2 7PA,51.36275,-0.092503
485,South Ealing,3,W5 4QB,51.501644,-0.307026
486,South Hampstead,2,NW8 0DJ,51.541477,-0.178357
487,South Harrow,5,HA2 8HN,51.56468,-0.35188
488,South Kensington,1,SW7 2NB,51.494071,-0.173909
489,South Kenton,4,HA9 8QT,51.571044,-0.308129
490,South Merton,4,SW20 9JT,51.403241,-0.205536
491,South Quay,2,E14 9SH,51.500864,-0.018446
492,South Ruislip,5,HA4 6TP,51.55689,-0.399101
493,South Tottenham,3,N15 6ND,51.580403,-0.071842
494,South Wimbledon,"3,4",SW19 1DE,51.415361,-0.19196
495,South Woodford,4,E18 1JJ,51.591553,0.027958
496,Southall,4,UB2 4AA,51.505957,-0.378697
497,Southbury,5,EN3 4HW,51.648434,-0.052969
498,Southfields,3,SW18 5RJ,51.444883,-0.206595
499,Southgate,4,N14 5BH,51.632376,-0.127756
500,Southwark,1,SE1 8NW,51.503854,-0.105781
501,St Helier,4,SM4 6SF,51.389912,-0.199
502,St James Street,3,E17 7PJ,51.580609,-0.03279
503,St Johns,2,SE8 4EW,51.468975,-0.023226
504,St Margarets,4,TW1 2LH,51.455206,-0.32131
505,St Mary Cray,6,BR5 3SN,51.394759,0.107232
506,St Pancras,1,NW1 2QP,51.530554,-0.125491
507,St. James's Park,1,SW1H 0BD,51.49961,-0.133864
508,St. Johns Wood,2,NW8 6DN,51.534854,-0.17405
509,St. Pauls,1,EC2V 6AA,51.514835,-0.097557
510,Stamford Brook,2,W6 0SB,51.49445,-0.245232
511,Stamford Hill,3,N16 5AG,51.574448,-0.076654
512,Stanmore,5,HA7 4PD,51.619673,-0.303085
513,Star Lane,3,E16 4SR,51.520604,0.004205
514,Stepney Green,2,E1 4AQ,51.521996,-0.047368
515,Stockwell,2,SW9 9AE,51.472159,-0.122832
516,Stoke Newington,2,N16 6YA,51.564638,-0.072321
517,Stonebridge Park,3,NW10 0RW,51.543987,-0.275386
518,Stoneleigh,5,KT17 2JA,51.363364,-0.248695
519,Stratford,3,E15 1AZ,51.541693,-0.003737
520,Stratford High Street,3,E15 3PA,51.538149,-0.001066
521,Stratford International,3,E15 2LZ,51.544809,-0.008764
522,Strawberry Hill,5,TW1 4PP,51.439748,-0.339603
523,Streatham,3,SW16 6HP,51.425846,-0.132311
524,Streatham Common,3,SW16 5NT,51.418985,-0.135712
525,Streatham Hill,3,SW2 4PA,51.43846,-0.127667
526,Sudbury and Harrow Road,4,HA0 2HA,51.554494,-0.315912
527,Sudbury Hill,4,HA1 3RA,51.55734,-0.336378
528,Sudbury Hill Harrow,4,HA1 3RJ,51.558342,-0.335432
529,Sudbury Town,4,HA0 2LA,51.551397,-0.316329
530,Sundridge Park,4,BR1 3TR,51.413394,0.020379
531,Surbiton,6,KT6 4PE,51.3926,-0.30437
532,Surrey Quays,2,SE16 2UE,51.493267,-0.047516
533,Sutton,5,SM1 1JA,51.359506,-0.191288
534,Sutton Common,4,SM1 3HY,51.375555,-0.196906
535,Swiss Cottage,2,NW3 6HY,51.543035,-0.175612
536,Sydenham,3,SE26 5EU,51.427341,-0.055074
537,Sydenham Hill,3,SE21 7HW,51.432576,-0.080216
538,Syon Lane,4,TW7 5NT,51.481475,-0.326481
539,Tadworth,6,KT20 5SP,51.291628,-0.235994
540,Tattenham Corner,6,KT18 5PR,51.309181,-0.242552
541,Teddington,6,TW11 9AA,51.424498,-0.332691
542,Temple,1,WC2R 2PH,51.511041,-0.113711
543,Thames Ditton,6,KT7 0PA,51.388616,-0.338278
544,Theobalds Grove,7,EN8 7BG,51.692373,-0.034734
545,Therapia Lane,"3,4,5,6",CR0 3DD,51.385686,-0.129003
546,Theydon Bois,6,CM16 7EU,51.672552,0.102905
547,Thornton Heath,4,CR7 8RX,51.398481,-0.100419
548,Tolworth,5,KT5 9NU,51.376843,-0.279606
549,Tooting,3,SW17 9JR,51.419897,-0.160988
550,Tooting Bec,3,SW17 9AH,51.435838,-0.159686
551,Tooting Broadway,3,SW17 0SU,51.427049,-0.16867
552,Tottenham Court Road,1,W1D 2DA,51.516211,-0.131096
553,Tottenham Hale,3,N17 9LR,51.587998,-0.060173
554,Totteridge and Whetstone,4,N20 9QP,51.630247,-0.17934
555,Tower Gateway,1,EC3N 1JL,51.510393,-0.074395
556,Tower Hill,1,EC3N 4DJ,51.510394,-0.076687
557,Tufnell Park,2,N19 5QB,51.556441,-0.137728
558,Tulse Hill,3,SE27 9BW,51.439797,-0.105108
559,Turkey Street,6,EN3 5TT,51.672654,-0.047215
560,Turnham Green,2,W4 1LR,51.495182,-0.25451
561,Turnpike Lane,3,N15 3NX,51.590358,-0.102791
562,Twickenham,5,TW1 1BD,51.450251,-0.328846
563,Upminster,6,RM14 2TD,51.558763,0.251415
564,Upminster Bridge,6,RM12 6PL,51.557719,0.234556
565,Upney,4,IG11 9LS,51.538406,0.101546
566,Upper Holloway,2,N19 4DJ,51.563623,-0.129095
567,Upper Warlingham,6,CR3 0EP,51.308772,-0.077467
568,Upton Park,3,E13 9AP,51.536628,0.034556
569,Uxbridge,6,UB8 1JZ,51.546455,-0.477087
570,Vauxhall,"1,2",SW8 1SR,51.485736,-0.123816
571,Victoria,1,SW1E 5JX,51.496424,-0.143906
572,Waddon,5,CR0 4NA,51.367379,-0.11738
573,Waddon Marsh,"3,4,5,6",CR0 4XT,51.377083,-0.117973
574,Wallington,5,SM6 0DZ,51.360332,-0.150849
575,Waltham Cross,7,EN8 7LU,51.685257,-0.02655
576,Walthamstow Central,3,E17 7LP,51.583018,-0.019926
577,Walthamstow Queens Road,3,E17 7QZ,51.581546,-0.02383
578,Wandle Park,"3,4,5,6",CR0 4JS,51.373401,-0.113239
579,Wandsworth Common,3,SW12 8NL,51.446366,-0.163523
580,Wandsworth Road,2,SW8 4PA,51.470223,-0.139023
581,Wandsworth Town,2,SW18 1SU,51.461034,-0.187896
582,Wanstead,4,E11 2NT,51.574902,0.028775
583,Wanstead Park,3,E7 0HU,51.551778,0.026404
584,Wapping,2,E1W 3PA,51.50434,-0.055846
585,Warren Street,1,NW1 3AA,51.52458,-0.138264
586,Warwick Avenue,2,W9 2PT,51.523104,-0.182939
587,Waterloo,1,SE1 7NY,51.503147,-0.113245
588,Watford,7,WD18 7LE,51.657605,-0.417256
589,Watford High Street,8,WD17 2EG,51.652654,-0.391682
590,Watford Junction,,WD17 1ET,51.663883,-0.396158
591,Wellesley Road,"3,4,5,6",CR0 2DD,51.375368,-0.097511
592,Welling,4,DA16 3AT,51.464777,0.101789
593,Wembley Central,4,HA9 6AG,51.551865,-0.296378
594,Wembley Park,4,HA9 9AA,51.563322,-0.279228
595,Wembley Stadium,4,HA9 8BQ,51.554655,-0.286032
596,West Acton,3,W3 6UP,51.51777,-0.280643
597,West Brompton,2,SW5 9JX,51.487329,-0.195524
598,West Croydon,5,CR0 2TA,51.378552,-0.10202
599,West Drayton,6,UB7 9DY,51.510071,-0.472162
600,West Dulwich,3,SE21 8HN,51.440912,-0.090658
601,West Ealing,3,W13 0NQ,51.513625,-0.319769
602,West Finchley,4,N3 1NT,51.609263,-0.188903
603,West Ham,3,E15 3BN,51.528526,0.005332
604,West Hampstead,2,NW6 2LX,51.547474,-0.191112
605,West Hampstead Thameslink,2,NW6 1XJ,51.548629,-0.192523
606,West Harrow,5,HA1 4HE,51.578924,-0.353832
607,West India Quay,2,E14 4ED,51.506763,-0.020568
608,West Kensington,2,W14 9NL,51.490109,-0.206189
609,West Norwood,3,SE27 0HS,51.431241,-0.103175
610,West Ruislip,6,HA4 7WD,51.569588,-0.437846
611,West Silvertown,3,E16 2AT,51.502884,0.02226
612,West Sutton,5,SM1 2EH,51.36615,-0.20463
613,West Wickham,5,BR4 0PY,51.381284,-0.014562
614,Westbourne Park,2,W11 1AB,51.520989,-0.200868
615,Westcombe Park,3,SE3 7EQ,51.484509,0.01776
616,Westferry,2,E14 8AD,51.509638,-0.026309
617,Westminster,1,SW1A 2JR,51.501402,-0.124988
618,White City,2,W12 7RH,51.512232,-0.224618
619,White Hart Lane,3,N17 7RP,51.605035,-0.070856
620,Whitechapel,2,E1 1BY,51.519588,-0.059406
621,Whitton,5,TW2 7LG,51.449588,-0.357668
622,Whyteleafe,6,CR3 0AD,51.309929,-0.081121
623,Whyteleafe South,6,CR3 0BD,51.30349,-0.076698
624,Willesden Green,"2,3",NW2 4QT,51.549373,-0.222393
625,Willesden Junction,3,NW10 4RA,51.532234,-0.243895
626,Wimbledon,3,SW19 1PS,51.421108,-0.206648
627,Wimbledon Chase,3,SW20 8DB,51.409531,-0.214075
628,Wimbledon Park,3,SW19 7DZ,51.434581,-0.199172
629,Winchmore Hill,4,N21 3NG,51.633887,-0.100902
630,Wood Green,3,N22 8HH,51.597454,-0.109512
631,Wood Lane,2,W12 7DS,51.509658,-0.224458
632,Wood Street,4,E17 3NZ,51.58667,-0.001939
633,Woodford,4,IG8 7QE,51.607202,0.034071
634,Woodgrange Park,"3,4",E7 8AA,51.549053,0.044587
635,Woodmansterne,6,CR5 3HS,51.319019,-0.154248
636,Woodside,"3,4,5,6",SE25 5DP,51.387098,-0.065333
637,Woodside Park,4,N12 8SE,51.617868,-0.185411
638,Woolwich Arsenal,4,SE18 6HX,51.489907,0.069208
639,Woolwich Dockyard,3,SE18 5JY,51.491108,0.054627
640,Worcester Park,4,KT4 7ND,51.381105,-0.245561
